Accession,CometFullSeqSubtype,CometPerGeneSubtype,FullSeqSubtype,PerGeneSubtype,GenBankSubtype,PresentMethodCount,BlankMethods,DistinctSubtypeCount,SubtypesObserved,AgreementStatus
KY620526,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620549,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620552,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620568,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620574,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620580,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620606,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620641,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620671,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620675,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620721,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620724,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620738,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620748,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620759,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620790,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620791,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620801,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620811,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620823,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620824,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620832,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620836,"UNASSIGNED_1, 3A-3H",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-3H",AvailableCallsDisagree
KY620860,"UNASSIGNED_1, 3A-2B",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-2B",AvailableCallsDisagree
KY620868,"UNASSIGNED_1, 3A-2B",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-2B",AvailableCallsDisagree
KY620872,"UNASSIGNED_1, 3B-3H",3B,3B,3B,,4,GenBank,2,"3B;UNASSIGNED_1, 3B-3H",AvailableCallsDisagree
KY620875,"UNASSIGNED_1, 3B-3A",3B,3B,3B,,4,GenBank,2,"3B;UNASSIGNED_1, 3B-3A",AvailableCallsDisagree
KY620879,3G,3G,3I,3G,,4,GenBank,2,3G;3I,AvailableCallsDisagree
KY620880,"UNASSIGNED_1, 1A-2B",1A,1A,1A,,4,GenBank,2,"1A;UNASSIGNED_1, 1A-2B",AvailableCallsDisagree
KY926904,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926906,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926909,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926915,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926916,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926917,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926918,4A,4A,4A,4L,,4,GenBank,2,4A;4L,AvailableCallsDisagree
KY926920,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926923,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926924,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926925,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926926,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926928,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926930,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926933,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926934,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926936,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926938,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926940,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926942,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926944,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926946,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926949,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926950,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926954,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926957,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926961,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926963,4A,4A,4V,4N,,4,GenBank,3,4A;4N;4V,AvailableCallsDisagree
KY926965,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926967,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926968,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926969,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926970,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926971,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926972,4A,4A,4A,4L,,4,GenBank,2,4A;4L,AvailableCallsDisagree
KY926975,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926976,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926977,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926979,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926982,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926985,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926986,4A,4A,4V,4C,,4,GenBank,3,4A;4C;4V,AvailableCallsDisagree
KY926987,4A,4A,4A,4L,,4,GenBank,2,4A;4L,AvailableCallsDisagree
KY926989,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY926990,4A,4A,4L,4L,,4,GenBank,2,4A;4L,AvailableCallsDisagree
KY926991,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927002,1B,1B,1D,1D,,4,GenBank,2,1B;1D,AvailableCallsDisagree
KY927008,4A,4A,4A,4O,,4,GenBank,2,4A;4O,AvailableCallsDisagree
KY927009,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927013,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927014,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927015,4A,4A,4A,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927018,4A,4A,4N,4N,,4,GenBank,2,4A;4N,AvailableCallsDisagree
KY927019,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KY927022,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
LC368351,"UNASSIGNED_1, 1A-3A",1A,1A,1A,,4,GenBank,2,"1A;UNASSIGNED_1, 1A-3A",AvailableCallsDisagree
LC368352,"UNASSIGNED_1, 3A-1A",3A,3A,3A,,4,GenBank,2,"3A;UNASSIGNED_1, 3A-1A",AvailableCallsDisagree
LC368366,"UNASSIGNED_1, 1A-2B",1A,1A,1A,,4,GenBank,2,"1A;UNASSIGNED_1, 1A-2B",AvailableCallsDisagree
LC368421,6W,1B,6XA,6V,,4,GenBank,4,1B;6V;6W;6XA,AvailableCallsDisagree
LC435024,6R,6R,1K,6R,,4,GenBank,2,1K;6R,AvailableCallsDisagree
KR870888,"UNASSIGNED_1, 1E-4K-4N-4G-4A-4F-4D-4G",1E,1E,1E,,4,GenBank,2,"1E;UNASSIGNED_1, 1E-4K-4N-4G-4A-4F-4D-4G",AvailableCallsDisagree
KT722320,3A,3A,3A,3A,3B,5,,2,3A;3B,AllFiveDisagree
KT722321,3A,3A,3A,3A,3B,5,,2,3A;3B,AllFiveDisagree
KT722322,3A,3A,3A,3A,3B,5,,2,3A;3B,AllFiveDisagree
KT735178,1A,1A,1A,1A,1B,5,,2,1A;1B,AllFiveDisagree
KU180713,4A,4A,4C,4C,,4,GenBank,2,4A;4C,AvailableCallsDisagree
KU861171,2J,4K,7A,7B,,4,GenBank,4,2J;4K;7A;7B,AvailableCallsDisagree
KU871304,"UNASSIGNED_1, 1A-3A",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-3A",AllFiveDisagree
KU871305,"UNASSIGNED_1, 1A-2B",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
KX092342,2B,3A,7B,7B,,4,GenBank,3,2B;3A;7B,AvailableCallsDisagree
KX172138,2J,4V,7B,1G,,4,GenBank,4,1G;2J;4V;7B,AvailableCallsDisagree
OP894632,1B,1B,1D,1D,1D,5,,2,1B;1D,AllFiveDisagree
OP894633,1B,1B,1D,1D,1D,5,,2,1B;1D,AllFiveDisagree
OP894636,1B,1B,1D,1D,1D,5,,2,1B;1D,AllFiveDisagree
OP894646,1B,1B,1O,1O,,4,GenBank,2,1B;1O,AvailableCallsDisagree
OP894648,"UNASSIGNED_1, 1L-1B-1A-4T-1A-4T",1L,1L,1L,1L,5,,2,"1L;UNASSIGNED_1, 1L-1B-1A-4T-1A-4T",AllFiveDisagree
OP894649,1B,1B,1D,1D,1D,5,,2,1B;1D,AllFiveDisagree
OR917725,2J,2J,2C,2F,2C,5,,3,2C;2F;2J,AllFiveDisagree
OR917726,2J,2J,2C,2C,2C,5,,2,2C;2J,AllFiveDisagree
OR917729,2C,2C,2C,2F,,4,GenBank,2,2C;2F,AvailableCallsDisagree
OR917730,2K,2K,2K,2Q,2K,5,,2,2K;2Q,AllFiveDisagree
OM525854,1B,1B,1K,1O,,4,GenBank,3,1B;1K;1O,AvailableCallsDisagree
OM525855,"UNASSIGNED_1, 2A-2K",2Q,2Q,2Q,,4,GenBank,2,"2Q;UNASSIGNED_1, 2A-2K",AvailableCallsDisagree
OM525856,1A,1A,1A,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525858,2A,2A,2M,2Q,,4,GenBank,3,2A;2M;2Q,AvailableCallsDisagree
OM525859,1B,1B,1N,1M,,4,GenBank,3,1B;1M;1N,AvailableCallsDisagree
OM525863,1C,1C,1C,1N,,4,GenBank,2,1C;1N,AvailableCallsDisagree
OM525864,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525865,1B,1B,1B,1I,,4,GenBank,2,1B;1I,AvailableCallsDisagree
OM525868,1B,1B,1B,1N,,4,GenBank,2,1B;1N,AvailableCallsDisagree
OM525871,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525873,"UNASSIGNED_1, 1A-1B",1B,1K,1K,,4,GenBank,3,"1B;1K;UNASSIGNED_1, 1A-1B",AvailableCallsDisagree
OM525875,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525877,2J,2J,2M,2Q,,4,GenBank,3,2J;2M;2Q,AvailableCallsDisagree
OM525878,2A,2Q,2R,2Q,,4,GenBank,3,2A;2Q;2R,AvailableCallsDisagree
OM525879,2J,2J,2D,2F,,4,GenBank,3,2D;2F;2J,AvailableCallsDisagree
OM525884,2Q,2A,2Q,2U,,4,GenBank,3,2A;2Q;2U,AvailableCallsDisagree
OM525885,2J,2J,2Q,2A,,4,GenBank,3,2A;2J;2Q,AvailableCallsDisagree
OM525888,1B,1B,1B,1M,,4,GenBank,2,1B;1M,AvailableCallsDisagree
OM525890,2J,2A,2Q,2A,,4,GenBank,3,2A;2J;2Q,AvailableCallsDisagree
OM525893,2A,2A,2Q,2Q,,4,GenBank,2,2A;2Q,AvailableCallsDisagree
OM525894,1B,1B,1B,1H,,4,GenBank,2,1B;1H,AvailableCallsDisagree
OM525895,"UNASSIGNED_1, 1B-2A",1B,1I,1B,,4,GenBank,3,"1B;1I;UNASSIGNED_1, 1B-2A",AvailableCallsDisagree
OM525896,1B,1B,1B,1G,,4,GenBank,2,1B;1G,AvailableCallsDisagree
OM525897,1B,1B,1B,1G,,4,GenBank,2,1B;1G,AvailableCallsDisagree
OM525899,"UNASSIGNED_1, 2B-1B",2B,2B,2B,,4,GenBank,2,"2B;UNASSIGNED_1, 2B-1B",AvailableCallsDisagree
OM525900,2J,2J,2Q,2D,,4,GenBank,3,2D;2J;2Q,AvailableCallsDisagree
OM525901,2A,2J,2A,2Q,,4,GenBank,3,2A;2J;2Q,AvailableCallsDisagree
OM525902,1A,1A,1A,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
OM525903,2Q,2A,2Q,2A,,4,GenBank,2,2A;2Q,AvailableCallsDisagree
OM525904,2Q,2J,2Q,2Q,,4,GenBank,2,2J;2Q,AvailableCallsDisagree
OM525905,2J,2A,2Q,2R,,4,GenBank,4,2A;2J;2Q;2R,AvailableCallsDisagree
OM525908,"UNASSIGNED_1, 2D-2A",2D,2D,2D,,4,GenBank,2,"2D;UNASSIGNED_1, 2D-2A",AvailableCallsDisagree
OM525909,1A,1A,1K,1K,,4,GenBank,2,1A;1K,AvailableCallsDisagree
PV184474,"UNASSIGNED_1, 1A-3A",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-3A",AllFiveDisagree
PV184477,"UNASSIGNED_1, 3A-2B",3A,3A,3A,3A,5,,2,"3A;UNASSIGNED_1, 3A-2B",AllFiveDisagree
PV184543,"UNASSIGNED_1, 1A-2B",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV184558,"UNASSIGNED_1, 1A-2B",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV184562,"UNASSIGNED_1, 1A-2B",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV184569,"UNASSIGNED_1, 1A-2B",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV289116,"UNASSIGNED_1, 1A-2B",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV289118,"UNASSIGNED_1, 1A-2B",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV289130,"UNASSIGNED_1, 1A-2B",1A,1A,1A,1A,5,,2,"1A;UNASSIGNED_1, 1A-2B",AllFiveDisagree
PV289210,"UNASSIGNED_1, 3A-2B",3A,3A,3A,3A,5,,2,"3A;UNASSIGNED_1, 3A-2B",AllFiveDisagree
PV289216,"UNASSIGNED_1, 3A-2B",3A,3A,3A,3A,5,,2,"3A;UNASSIGNED_1, 3A-2B",AllFiveDisagree
PV289218,"UNASSIGNED_1, 3A-2B",3A,3A,3A,3A,5,,2,"3A;UNASSIGNED_1, 3A-2B",AllFiveDisagree
MZ171127,6L,4K,6XJ,6XJ,6XJ,5,,3,4K;6L;6XJ,AllFiveDisagree
MZ171128,6L,6K,6XJ,6XJ,6XJ,5,,3,6K;6L;6XJ,AllFiveDisagree
MZ171129,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171130,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171131,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171132,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171133,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
MZ171134,6L,6L,6XJ,6XJ,6XJ,5,,2,6L;6XJ,AllFiveDisagree
